obs,Ranid,ACTION_REASON,EMPLOYEE_END_DATE,ATTRITION_TYPE,RANID_CC,FTE,Most_Recent_Hire_Date,Org_Level_2_Description,Date_of_Export,Country_Description,R1_Tenure,R24_Geographic_Unit,R25_Last_Promotion_Date,R25_months_Last_Promotion_Date,R2_Industry_Alignment,R30_Designation_level,R4_Age,R8_Experienced_Hire,R9_Gender,r26_months_at_level,R28_RANID_CC,R45_cc_ind,Primary_Capability_Description1,Org_Level_1_Description,cnt_councelees,R34_Salary_Peer_Comp,R41_pctle_salary,R46_MAL_vs_Avg_MAL,R6M6_Change_cc_ind,R6M8_Org_unit_ind,R6M9_loc_Org_Key_ind,R12M6_Change_cc_ind,R12M8_Org_unit_ind,R12M10_pct_hike,R12M11_hike_vs_avghike,R18M6_Change_cc_ind,R18M8_Org_unit_ind,R18M9_loc_Org_Key_ind,AVG_TRAIN_6,AVG_HRS_6,AVG_CLASS_6,AVG_CLASS_HRS_6,AVG_ONLINE_6,AVG_ONLINE_HRS_6,AVG_Tech_6,AVG_Tech_HRS_6,AVG_Professional_6,AVG_Professional_HRS_6,AVG_non_Mandate_6,AVG_non_Mandate_HRS_6,AVG_TRAIN_12,AVG_HRS_12,AVG_CLASS_12,AVG_CLASS_HRS_12,AVG_ONLINE_12,AVG_ONLINE_HRS_12,AVG_VIRTUAL_12,AVG_VIRTUAL_HRS_12,AVG_non_Mandate_12,AVG_non_Mandate_HRS_12,TR5_avg_TRAIN_6to12M,TR10_avg_HRS_TRAIN_6to12M,TR15_NUM_CLASS_TRAIN_6to12M,TR20_HRS_CLASS_TRAIN_6to12M,TR5_avg_TRAIN_3to6M,TR10_avg_HRS_TRAIN_3to6M,TR15_NUM_CLASS_TRAIN_3to6M,TR20_HRS_CLASS_TRAIN_3to6M,AVG_CLASS_12_Train,AVG_ONLINE_12_Train,AVG_TRAIN_12_Train,AVG_TRAVEL_6,MTHS_TRAVEL_6,tot_days_travel_6,AVG_TRAVEL_12,MTHS_TRAVEL_12,tot_days_travel_12,RC1_TRAVEL_ratio_3to6M,success_6,diamond_6,success_rate_6,success_rate_diamond_6,failure_rate_diamond_6,success_12,diamond_12,success_rate_12,success_rate_diamond_12,failure_rate_diamond_12,R1_24M10_pct_hike,R13_24M10_pct_hike,avg_pct_hike1,R13_24M11_hike_vs_avghike,avg_pct_hike2,Avg_hike_last_2_yrs,hike_com,hike_com_abs,AVG_AWARDS_6,AVG_AWARDS_12,RC1_awards_ratio_3to6M,RC1_points_ratio_3to6M,RC1_awards_ratio_6to12M,RC1_points_ratio_6to12M,Bonus_Pct_Peer_Comp_new,diff_cn_6,APA_PCT_6,BUD_PCT_6,CHG_PCT_6,PDR_PCT_6,SUT_PCT_6,diff_cn_12,APA_PCT_12,BUD_PCT_12,CHG_PCT_12,MKI_PCT_12,PDR_PCT_12,SUT_PCT_12,Ne_grad,Ugrad_only_ind,deg_ind,no_of_jobs,avg_exp,min_exp,max_exp,tenure.calc,Tenure,MAL,CurrentTeneure,key_talent_flag,key_talent_description,time_at_level,LOA_Status,Career_Track,Org_Level_3_Description,Name_of_Employee_Subgroup,time_at_level_grp,BP.vs.Country,TTC.vs.Country,BP.vs.Country_GRP,TTC.vs.Country_GRP,Talent.Decision_Fy17,Recognize.distinctive.achievement_Fy17,Recognize.talent.priority_Fy17,Future.Promotion_Review.within.12.months_Fy17,Talent.Discussion.Status_Fy17,DTE,Age_group,pctle_Bonus_new,bonus_12_1,MAL_vs_Avg_MAL,AVG_MAL,R32_MAL_vs_Avg_MAL_age,R43_lvl_promotion,DIFF_GIVERS_18,Overall_Experience,Award_given_3month,Award_given_6month,Award_given_12month,promotion_ready_Not_Promoted,Last_Promotion_Date_before_leave,LOA_Last_12Months,Tenure_CC.SV,teamsize_ccsv,attr_pcnt_ccsv,attrition_rate_peer,attrition_rate_skill
139,84720731,Unmanaged-Travel,9/28/2018,Unmanaged,82234921,1,2/12/2007,RES North America OU,4/30/2018,USA,134,United States,9/1/2013,55,Operating Groups,Senior Manager,39,Yes,Female,55,82234921,Assigned,Org Effectiveness,Resources,6,Below,26,1.964285714,2,1,1,2,1,6,Better,2,1,2,1.333333333,1.466666667,0.333333333,1.166666667,1,0.3,0.5,1.166666667,0,0,1.166666667,1.433333333,0.916666667,0.916666667,0.166666667,0.583333333,0.75,0.333333333,0,0,0.666666667,0.8,1.454545455,1.6,2,2,0.5,1.386363636,1,1.714285714,2,12,12,3,0,40,2.75,0,72,1,1,0,1,0,0,1,0,1,0,0,16,10,5,Better,5,8,Better,Worse,0,0,0,0,0,0,NA,2,0.135396518,0.013422819,0.984340045,0.002237137,0,2,0.16937799,0.197004608,0.770737327,0,0.01843318,0.013824885,0,0,0,1,12,12,12,140,48above,48_60,48above,No,NA,51.6,Not on Leave,Client & Market,RES NA Southwest,Manager,>48M,-6.11,-9.49,Well positioned to market,Well positioned to market,Continue progressing,NA,NA,NA,Complete,OG,Gen X,0,0,1.098591549,28,Overdue,0.700460829,0,17,0,0,4,NA,NA,Not on Leave,243,10,10,0.15407855,0.363636364
140,84802842,Unmanaged-Work/life balance,2/15/2019,Unmanaged,82009027,1,3/19/2007,Technology Geographic Unit,9/30/2018,USA,138,United States,12/1/2017,9,Growth Platforms,Senior Manager,45,Yes,Male,10,82009027,Assigned,Engagement Management,Accenture Technology,7,Below,25.788,0.294117647,1,1,1,2,1,10,Better,3,1,1,0.666666667,0.316666667,0,0,0.666666667,0.316666667,0,0,0,0,0.666666667,0.316666667,1.333333333,0.558333333,0,0,1.333333333,0.558333333,0,0,1.166666667,0.525,0.5,0.567164179,0,0,1.5,1.473684211,0,0,0,12,13,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0.5,0.5,0.5,10,0,3,No Hike,3,5,Better,Better,0,0,0,0,0,0,NA,2,0.252884615,0,1,0,0,3,0.214903846,0.030618494,0.969381506,0,0,0,0,0,0,1,81,81,82.2,144,48above,0_12,48above,Yes,Promotion,0,Not on Leave,Client Delivery & Operations,Industry,Manager,Others,-16.99,-17.36,Significantly behind market,Significantly behind market,Promote,NA,NA,NA,Complete,Accenture Technology,Gen X,0,0,1.267605634,34,Overdue,0.759516346,0,23,0,0,0,NA,12/1/2017,Not on Leave,333,5,20,0.136468029,0.067114094
141,84824438,Unmanaged-Travel,2/15/2019,Unmanaged,83955677,1,5/1/2007,Digital Delivery,9/30/2018,USA,136,United States,7/1/2014,50,Growth Platforms,Manager,40,Yes,Male,51,83955677,Assigned,Data & Analytics,Accenture Digital,1,Below,37.251,1.59375,1,1,1,1,1,0,Better,1,1,2,3.5,5.883333333,0.333333333,2.666666667,3.166666667,3.216666667,1,1.333333333,0,0,3.5,5.883333333,2,2.991666667,0.166666667,1.333333333,1.833333333,1.658333333,0,0,1.833333333,2.958333333,1.75,1.966573816,2,2,1.142857143,0.849858357,0,0,2,12,13,3.833333333,0,90,3.75,0,164,0.956521739,1,0,1,0,0,1,0,1,0,0,2,2,7,Worse,6,1,Worse,Worse,0,0,0,0,0,0,NA,2,0.126923077,0,1,0,0,2,0.121153846,0,1,0,0,0,0,0,0,1,24,24,24,142,48above,48_60,48above,No,NA,39,Not on Leave,Client & Market,Digital Area Delivery NA,Manager,>48M,-21.93,-24.54,Significantly behind market,Significantly behind market,Continue progressing,NA,NA,NA,Complete,Accenture Digital,Gen X,0,0,1.26984127,32,Overdue,0.510083037,0,18,0,0,0,NA,12/1/2016,Not on Leave,103,7,0,0.217948718,0.19
142,84845657,Unmgd-CareerOption/Opportunity,1/4/2019,Unmanaged,87077145,1,9/19/2016,RES North America OU,8/31/2018,USA,23,United States,1/1/1900,0,Operating Groups,Senior Manager,53,Yes,Male,23,87077145,Assigned,Sales Execution,Resources,2,Above,60.01,0.696969697,1,1,1,2,1,0,Better,2,1,1,1.833333333,3.3,0.333333333,2.666666667,1.5,0.633333333,0,0,0,0,1.833333333,3.3,1.916666667,2.708333333,0.416666667,2.083333333,1.5,0.625,0,0,1.75,2.675,0.956521739,1.218461538,0.8,1.28,0.545454545,1.717171717,2,2,4,12,13,1,2,13,1.333333333,2,28,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,5,No Hike,5,0,Worse,Same,0,0,0,0,0,0,NA,1,0.116257089,0.6171123,0,0.190504992,0,1,0.114832536,0.527837838,0,0,0.223988077,0.004324324,0,0,0,1,12,12,12,29,12_24,12_24,24_48,No,NA,0,Not on Leave,Sales,RES NA Southwest,Manager,Others,0,0,NA,NA,Continue to grow and learn,NA,NA,NA,Complete,OG,Gen X,0,0,1.492957746,33,Overdue,0.678899083,0,31,1,1,2,NA,12/1/2016,Not on Leave,95,3,0,0.142963515,0.12195122
143,84853448,Voluntary,12/31/2018,Unmanaged,81943534,1,4/23/2007,CMT North America OU,7/31/2018,USA,135,United States,3/1/2010,95,NA,Senior Manager,60,Yes,Female,101,81943534,Assigned,Oracle,"Communications, Media & Technology",0,Above,43.844,3.15625,1,1,1,2,2,0,Better,2,2,2,1.166666667,0.783333333,0,0,1.166666667,0.783333333,0,0,0,0,1.166666667,0.783333333,1,0.575,0.083333333,0.125,0.916666667,0.45,0,0,0.833333333,0.541666667,1.166666667,1.362318841,0,0,2,2,0,0,1,12,12,3.833333333,0,78.6,3.25,0,156.8,0.869565217,2,0,1,0,0,2,0,1,0,0,0,0,5,No Hike,5,0,Worse,Same,0.166666667,0.083333333,0,0,1.866666667,0,NA,3,0.029526635,0,1,0,0,3,0.128514056,0,0.917050691,0,0,0.082949309,0,0,0,1,24,24,24,141,48above,60above,48above,No,NA,0,Not on Leave,Innovation & Thought Leadership,CMT NA Mgt,Manager,Others,-10.06,-6.13,Behind market,Well positioned to market,Continue to grow and learn,NA,NA,NA,Complete,OG,Baby Boomers,0,0,1.690140845,32,Overdue,0.812138728,1,38,0,0,0,NA,12/1/2016,Not on Leave,238,2,33.3,0.142439024,0.260869565
144,84875975,Unmgd-CareerOption/Opportunity,3/13/2019,Unmanaged,82497964,1,5/8/2007,Human Resources,10/31/2018,USA,137,United States,12/1/2016,22,Corporate Functions,Manager,35,No,Male,23,82497964,Assigned,Capability Development,Corporate Functions,0,Below,0,0.741935484,1,1,1,1,1,9,Better,1,1,1,1.833333333,10.06666667,0.5,9.333333333,1.333333333,0.733333333,0,0,0,0,1.833333333,10.06666667,1.916666667,6.575,0.333333333,5.916666667,1.583333333,0.658333333,0,0,1.75,6.541666667,0.956521739,1.531051965,1.5,1.577464789,0.545454545,1.367549669,0.666666667,1.428571429,4,12,13,0.333333333,1,11,0.333333333,1,17,1,0,0,0,0,0,0,0,0,0,0,22,12,4,Better,2,10.5,Better,Worse,0.166666667,0.083333333,0,0,2,0,NA,1,0.119318182,0,0,0.043010753,0,1,0.147030651,0,0,0,0.022459293,0,0,0,0,1,12,12,12,143,48above,12_24,48above,No,NA,0,Not on Leave,Corporate Function,COEs,Manager,Others,-23.03,-20.85,Significantly behind market,Significantly behind market,Continue to grow and learn,NA,X,NA,Complete,Corporate Functions,Gen Y,0,0,1.111111111,31,Overdue,0.749241658,2,13,0,0,0,NA,12/1/2017,Not on Leave,265.85,4,0,0.083841463,0.055555556
145,84885557,Unmanaged-Promotion,3/1/2019,Unmanaged,82495740,1,5/29/2007,PRD North America OU,10/31/2018,USA,137,United States,12/1/2014,46,Operating Groups,Senior Manager,35,No,Male,47,82495740,Assigned,Program Project Mgmt,Products,1,Below,36.253,1.342857143,1,1,1,2,2,0,Better,2,3,1,1.666666667,23.4,0.5,20,1.166666667,3.4,0.166666667,17.33333333,0,0,1.666666667,23.4,1.25,11.875,0.25,10,1,1.875,0,0,1.166666667,11.85833333,1.333333333,1.933238675,2,2,0.2,0.004273504,0,0,3,12,13,4,0,74,3.883333333,0,156.8,0.916666667,0,0,0,0,0,1,1,0.2,0,1,0,0,5,No Hike,4,0,Worse,Same,0,0,0,0,0,0,NA,4,0.086174242,0,1,0,0,6,0.11901341,0.002174504,0.991301984,0.006523512,0,0,0,0,0,1,12,12,12,143,48above,36_48,48above,No,NA,45,Not on Leave,Client & Market,PRD NA Midwest,Manager,37-48M,6.72,4.69,Well positioned to market,Well positioned to market,Continue progressing,X,NA,NA,Complete,OG,Gen Y,0,0,0.985915493,35,On Time,0.734622144,0,13,0,0,0,NA,NA,Not on Leave,243,5,20,0.170495151,0.117647059
146,84889015,Unmanaged-Total rewards,11/16/2018,Unmanaged,85976631,1,5/21/2007,Technology Geographic Unit,6/30/2018,USA,133,United States,12/1/2016,18,Growth Platforms,Manager,39,No,Male,19,85976631,Assigned,SAP,Accenture Technology,1,Below,12.604,0.633333333,1,1,1,1,1,1,Better,1,1,2,1.5,0.45,0,0,1.5,0.45,0.333333333,0.166666667,0,0,1.166666667,0.383333333,0.75,0.225,0,0,0.75,0.225,0,0,0.583333333,0.191666667,1.866666667,1.98825896,0,0,1.111111111,0.888888889,0,0,0,12,12,0,0,0,0.333333333,9,140,0,0,0,0,0,0,0,0,0,0,0,10,9,4,Better,3,5,Worse,Worse,0,0,0,0,0,0,NA,2,0.046153846,0,1,0,0,3,0.146153846,0,1,0,0,0,0,0,0,0,0,0,0,139,48above,12_24,48above,No,NA,0,Not on Leave,Client Delivery & Operations,Platform,Manager,Others,-32.4655,-34.198,Significantly behind market,Significantly behind market,Continue to grow and learn,NA,NA,NA,Complete,Accenture Technology,Gen X,0,0,1.238095238,30,Overdue,0.781952365,0,17,0,0,0,NA,12/1/2017,Not on Leave,113,4,0,0.139238972,0.093638677
147,84891072,Unmanaged-Nature of work,11/16/2018,Unmanaged,83113168,1,2/26/2008,PRD North America OU,6/30/2018,USA,124,United States,12/1/2014,42,Operating Groups,Senior Manager,44,Yes,Male,43,83113168,Assigned,Supply Chain & Operations,Products,0,Above,67.138,1.387096774,1,1,1,1,1,0,Better,2,1,2,1.5,5.633333333,0.5,5.333333333,1,0.3,0,0,0,0,1.166666667,5.566666667,1.916666667,9.775,0.858333333,9.125,0.833333333,0.65,0,0,1.75,9.741666667,0.782608696,0.576300085,0.461538462,0.584474886,1.777777778,1.053254438,1.333333333,1,4,12,13,3.166666667,0,59,2.166666667,0,90,0.631578947,1,0,0.333333333,0,0,1,0,0.333333333,0,0,0,0,5,No Hike,5,0,Worse,Same,0,0,0,0,0,0,NA,4,0.1,0.632478633,0.228632479,0.05982906,0.079059829,4,0.138461539,0.358258929,0.199776786,0,0.075892857,0.366071429,1,0,1,1.6,9,0,24,130,48above,36_48,48above,No,NA,42,Not on Leave,Client & Market,PRD NA Midwest,Manager,37-48M,12.98,8.92,Above market,Well positioned to market,Continue progressing,NA,NA,NA,Complete,OG,Gen X,0,0,1.23943662,31,Overdue,0.73693086,0,22,0,0,0,NA,11/1/2012,Not on Leave,157,6,0,0.172482552,0.370454546
148,84903980,Unmgd-CareerOption/Opportunity,12/31/2018,Unmanaged,84903981,1,8/23/2017,Delivery,7/31/2018,USA,11,United States,1/1/1900,0,Growth Platforms,Manager,50,Yes,Male,59,84903981,Assigned,No Function Specialty,Accenture Operations,0,Above,64.537,1.966666667,1,1,1,1,1,1,Better,1,1,1,3.666666667,2.716666667,0,0,3.333333333,2.466666667,0.333333333,0.133333333,0.5,1.083333333,3.166666667,2.333333333,3.7425,4.181818182,0.090909091,1.454545455,2.9875,2.590909091,0.181818182,0.136363636,2.454545455,1.645454545,0.916666667,0.649637681,0,0,1.818181818,1.865030675,0,0,2,12,13,0,0,0,0.090909091,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,3,0,NA,NA,0,0,0,0,0,0,NA,1,0.071705426,0,1,0,0,1,0.089285714,0,0.983473389,0,0.016526611,0,0,0,0,1,23,23,23,17,6_12,48_60,12_24,No,NA,0,Not on Leave,Client Delivery & Operations,Operations Shared Services & Tech,Manager,Others,-10.23,-5.54,Behind market,Well positioned to market,NA,NA,NA,NA,Not Started,Accenture Operations,Gen X,0,0,1.587301587,30,Overdue,0.622797927,0,28,0,0,0,NA,NA,Not on Leave,130,3,0,0.149823322,0.136585366
149,84909810,Unmanaged-MutualAgreemnt-LEGAL,2/1/2019,Unmanaged,82090663,1,6/24/2013,RES North America OU,9/30/2018,USA,63,United States,12/1/2014,45,Operating Groups,Senior Manager,39,Yes,Male,46,82090663,Assigned,Industry Applications,Resources,4,Below,25.5,1.352941176,1,1,1,1,1,9,Better,2,2,1,1.833333333,3.416666667,0.5,2.916666667,1.333333333,0.5,0,0,0,0,1.833333333,3.416666667,2,8.866666667,0.666666667,8.375,1.333333333,0.491666667,0,0,1.833333333,8.833333333,0.916666667,0.385338346,0.75,0.348258706,0.545454545,0.156097561,0,0,4,12,13,0.333333333,0,7,0.25,0,13,2,1,0,1,0,0,1,1,0.5,0,1,14,5,5,Same,5,7,Better,Better,0,0,0,0,0,0,NA,2,0.203846154,0.314009662,0.323671498,0.009661836,0.352657005,3,0.167307692,0.339491917,0.452655889,0,0.03926097,0.168591224,1,0,1,1.6,35,35,35,69,48above,36_48,48above,No,NA,46,Not on Leave,Client & Market,RES NA Southwest,Manager,37-48M,-5.34,-7.92,Well positioned to market,Well positioned to market,Continue progressing,NA,NA,X,Complete,OG,Gen X,0,0,1.098591549,34,Overdue,0.6774942,0,17,0,0,0,Promo_ready_not_promoted,12/1/2017,Not on Leave,241,11,18.2,0,0
150,84918570,Unmgd-CareerOption/Opportunity,1/18/2019,Unmanaged,81852627,1,7/13/2007,Technology Geographic Unit,8/31/2018,USA,133,United States,12/1/2017,8,Growth Platforms,Manager,41,No,Male,9,81947991.45,Assigned,SAP,Accenture Technology,0,Below,13.455,0.290322581,1,1,1,1,1,10,Better,1,1,1,3.833333333,8.15,0.333333333,2.833333333,3.5,5.316666667,1,1.316666667,0.166666667,1.5,2.833333333,7.65,2,4.158333333,0.25,1.5,1.75,2.658333333,0,0,1.5,3.908333333,1.866666667,1.95991984,1.333333333,1.888888889,0.52173913,1.128834356,1,0.941176471,3,12,13,1.833333333,0,41,0.916666667,0,41,1.090909091,1,0,0.5,0,0,1,0,0.5,0,0,12,2,6,Worse,3,6,Better,Better,0.166666667,0.083333333,0,0,2,1.242424242,NA,3,0.171641791,0,0.846846847,0.009009009,0.144144144,3,0.121673004,0,0.926406926,0,0.004329004,0.069264069,0,0,0,0,0,0,0,139,48above,0_12,48above,Yes,Promotion,0,Not on Leave,Client Delivery & Operations,Platform,Manager,Others,-32.4655,-33.85,Significantly behind market,Significantly behind market,Promote,NA,NA,NA,Complete,Accenture Technology,Gen X,0,0,1.301587302,31,Overdue,0.776403743,1,19,0,0,0,NA,12/1/2015,Not on Leave,259,8,25,0.138259977,0.100647733
151,84937774,Unmanaged-Job abandonment,9/21/2018,Unmanaged,86517191,1,6/10/2008,PRD North America OU,4/30/2018,USA,118,United States,12/1/2014,40,Operating Groups,Manager,35,No,Male,32,86517191,Assigned,Change Management,Products,1,Above,50,1.142857143,1,1,1,2,1,6,Better,2,2,2,0.666666667,0.566666667,0.333333333,0.5,0.333333333,0.083333333,0,0,0,0,0.333333333,0.5,0.833333333,1.45,0.416666667,1.208333333,0.416666667,0.241666667,0,0,0.5,1.291666667,0.8,0.390804598,0.8,0.413793103,0,0,0,0,4,6,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,11,5,8,Worse,8,5.5,Worse,Better,0,0,0,0,0,0,NA,1,0.253302863,0,0,0,0.335359566,4,0.285638009,0.031352058,0.561724363,0,0.03069889,0.305033836,0,0,0,1,0,0,0,124,48above,24_36,48above,No,NA,24,On Leave,Client & Market,PRD NA Midwest,Manager,13-24M,0,0,NA,NA,Continue progressing,NA,NA,X,Complete,OG,Gen Y,0,0,1.111111111,28,Overdue,0.657894737,0,13,0,0,0,Promo_ready_not_promoted,12/1/2016,On Leave,97,1,0,0.147744175,0.224137931
152,84971067,Unmanaged-Promotion,1/4/2019,Unmanaged,89527973,1,6/18/2007,FS North America OU,8/31/2018,USA,134,United States,9/1/2013,59,Operating Groups,Senior Manager,49,Yes,Male,60,89527973,Assigned,Industry Applications,Financial Services,2,Below,15.363,1.818181818,1,1,1,1,2,6,Better,2,3,1,1.333333333,1.8,0.166666667,1.333333333,1.166666667,0.466666667,0,0,0,0,1.333333333,1.8,1.25,5.491666667,0.333333333,5.125,0.916666667,0.366666667,0,0,1.083333333,5.458333333,1.066666667,0.327769347,0.5,0.260162602,1.25,1.777777778,2,2,4,12,13,0.833333333,1,5,0.5,1,7,1.2,1,0,0.333333333,0,0,1,0,0.333333333,0,0,8,2,7,Worse,6,4,Better,Better,0,0,0,0,0,0,NA,4,0.261363636,0.333333333,0.641025641,0.025641026,0,4,0.205938697,0.159227986,0.804583836,0.024125452,0.012062726,0,0,0,0,1,24,24,24,140,48above,48_60,48above,No,NA,51.6,Not on Leave,Client & Market,FS NA Northeast,Manager,>48M,-10.81,-12.51,Behind market,Behind market,Continue progressing,NA,NA,NA,Complete,OG,Gen X,0,0,1.38028169,33,Overdue,0.671875,1,27,0,0,0,NA,12/1/2015,Not on Leave,9.4,4,0,0,0
153,84989888,Unmanaged-Travel,10/26/2018,Unmanaged,82350000,1,6/29/2007,Technology Geographic Unit,5/31/2018,USA,131,United States,12/1/2016,17,Growth Platforms,Manager,40,No,Male,18,82350000,Assigned,Oracle,Accenture Technology,1,Below,2,0.6,1,2,1,1,3,1,Better,2,3,3,0.5,0.166666667,0,0,0.5,0.15,0,0,0,0,0.5,0.15,0.833333333,3.525,0.25,3.166666667,0.583333333,0.358333333,0,0,0.666666667,3.491666667,0.6,0.042553191,0,0,0.666666667,1.333333333,0,0,3,12,12,0.666666667,4,90,0.333333333,5,164,-14998.5,0,0,0,0,0,0,0,0,0,0,9,8,4,Better,2,4.5,Worse,Worse,0,0,0,0,0,0,NA,2,0.235576923,0,1,0,0,2,0.186302682,0,1,0,0,0,1,0,1,1,17.66666667,6,33,137,48above,12_24,48above,No,NA,0,Not on Leave,Client Delivery & Operations,Platform,Manager,Others,-32.4655,-34.198,Significantly behind market,Significantly behind market,Continue to grow and learn,NA,NA,NA,Complete,Accenture Technology,Gen X,0,0,1.26984127,30,Overdue,0.778118609,0,18,0,0,0,NA,12/1/2016,Not on Leave,265.85,4,40,0.133800689,0.111653873
154,84991563,Do Not Use(Umgd-Perso reasons),9/7/2018,Unmanaged,83194440,1,7/16/2007,H&PS North America OU,4/30/2018,USA,129,United States,12/1/2015,28,Operating Groups,Senior Manager,44,Yes,Female,28,83194440,Assigned,Finance Process & Ops,Health & Public Service,0,Below,26,1,1,1,1,1,1,0,Better,1,2,2,0.666666667,4.816666667,0.166666667,4.666666667,0.5,0.15,0,0,0,0,0.5,4.783333333,0.833333333,2.725,0.083333333,2.333333333,0.75,0.391666667,0,0,0.25,2.391666667,0.8,1.767584098,2,2,1,0.048442907,0,0,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,Worse,5,1.5,Worse,Worse,0,0,0,0,0,0,NA,1,0.302541402,0,0,0,0,1,0.282222351,0.157894737,0,0.105903907,0.065789474,0.416145581,0,0,0,1,81,81,82.2,135,48above,24_36,48above,No,NA,9,On Leave,Client & Market,H&PS NA Southwest,Manager,0-12M,-10.65,-13.86,Behind market,Behind market,Continue progressing,NA,NA,NA,Complete,OG,Gen X,0,0,1.23943662,28,Overdue,0.733075435,0,22,0,0,0,NA,9/1/2012,On Leave,154,7,0,0.168980084,0.25
155,85119876,Unmanaged-Travel,10/15/2018,Unmanaged,87049551,1,8/16/2007,RES North America OU,5/31/2018,USA,129,United States,9/1/2012,68,Operating Groups,Manager,39,No,Female,69,87049551,Assigned,SAP,Resources,0,Below,23,2.3,1,1,1,1,2,6,Better,1,2,2,1.5,0.4,0,0,1.5,0.4,0,0,0,0,1.166666667,0.333333333,0.833333333,2.533333333,0.083333333,2.333333333,0.75,0.2,0,0,0.666666667,2.5,1.8,0.157894737,0,0,2,2,0,0,1,12,12,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.5,0,0,12,6,6,Same,8,6,Worse,Same,0,0,0,0,0,0,NA,2,0.253302863,0,0.583333333,0,0.335359566,3,0.285638009,0.037974684,0.632911392,0,0,0.305033836,0,0,0,0,0,0,0,135,48above,60above,48above,No,NA,39,Not on Leave,Client & Market,RES NA Southwest,Manager,37-48M,-25.21,-28.61,Significantly behind market,Significantly behind market,Continue progressing,NA,NA,NA,Complete,OG,Gen X,0,0,1.238095238,30,Overdue,0.696696697,0,17,1,1,1,NA,12/1/2016,On Leave,92,3,0,0.161023326,0.141304348
156,85171870,Unmanaged-MutualAgreemnt-LEGAL,9/21/2018,Unmanaged,85437648,1,9/3/2007,Cap Ntwk Global Practices,4/30/2018,USA,127,United States,12/1/2017,4,NA,Senior Manager,37,No,Male,4,85437648,Assigned,Digital Finance,Capability Network,2,Below,0,0.142857143,1,2,1,1,3,15,Better,1,3,2,0.333333333,0.333333333,0.166666667,0.333333333,0.166666667,0.083333333,0,0,0,0,0.333333333,0.333333333,0.416666667,0.475,0.166666667,0.333333333,0.25,0.141666667,0,0,0.166666667,0.333333333,0.4,0.701754386,1,1,0,0,0,0,2,6,6,0,0,0,0.083333333,7,5,0,1,2,0.5,0.5,0.5,1,2,0.5,0.5,0.5,25,4,2,Better,3,12,Better,Better,0,0,0,0,0,0,NA,3,0.27131783,0,0.893617021,0,0.106382979,3,0.203065134,0,0.951923077,0,0,0.048076923,0,0,0,0,0,0,0,133,48above,0_12,48above,Yes,Promotion,4,Not on Leave,Client & Market,Function Practices,Manager,0-12M,0,0,NA,NA,Promote,NA,NA,NA,Complete,Capability Network,Gen Y,0,0,1.042253521,28,Overdue,0.794871795,0,15,0,0,0,NA,12/1/2016,On Leave,198,5,0,0,0
